Año(aaaa)-Trimestre(t);Orden del país; País;Unidad multiplicadora;Moneda (USD);Valor
2020-4;51;Kuwait;Millones;Dólar estadounidense;1,444492963
2020-4;52;Líbano;Millones;Dólar estadounidense;-2,16033786
2020-4;53;Liberia;Millones;Dólar estadounidense;0
2020-4;54;Liechtenstein;Millones;Dólar estadounidense;1,288884602
2020-4;55;Lituania;Millones;Dólar estadounidense;0
2020-4;56;Luxemburgo;Millones;Dólar estadounidense;21,75888555
2020-4;57;Malasia;Millones;Dólar estadounidense;9,283702634
2020-4;58;México;Millones;Dólar estadounidense;-863,8600016
2020-4;59;Nicaragua;Millones;Dólar estadounidense;7,699155455
2020-4;60;Noruega;Millones;Dólar estadounidense;-4,805427966
2020-4;61;Nueva Zelanda;Millones;Dólar estadounidense;-0,139538785
2020-4;62;Países Bajos;Millones;Dólar estadounidense;924,0403425
2020-4;63;Panamá;Millones;Dólar estadounidense;250,1719777
2020-4;64;Paraguay;Millones;Dólar estadounidense;16,39960185
2020-4;65;Perú;Millones;Dólar estadounidense;157,6643514
2020-4;66;Portugal;Millones;Dólar estadounidense;4,65515129
2020-4;67;Puerto Rico;Millones;Dólar estadounidense;2,091885563
2020-4;69;República Dominicana;Millones;Dólar estadounidense;3,349393657
2020-4;70;Singapur;Millones;Dólar estadounidense;1,077954515
2020-4;71;Sri Lanka;Millones;Dólar estadounidense;0
2020-4;72;Suecia;Millones;Dólar estadounidense;-5,189433907
2020-4;73;Suiza;Millones;Dólar estadounidense;55,86664481
2020-4;74;Sudáfrica;Millones;Dólar estadounidense;-19,13555704
2020-4;75;Tailandia;Millones;Dólar estadounidense;0
2020-4;76;Taiwán;Millones;Dólar estadounidense;2,192362659
2020-4;77;Ucrania;Millones;Dólar estadounidense;-1,072961987
2020-4;78;Uruguay;Millones;Dólar estadounidense;0,245904178
2020-4;79;Venezuela;Millones;Dólar estadounidense;0,806617693
2020-4;81;Otros Países;Millones;Dólar estadounidense;5,168574845
2020-4;82;Total paises;Millones;Dólar estadounidense;2068,655602
2021-1;1;Afganistán;Millones;Dólar estadounidense;0
2021-1;2;Albania;Millones;Dólar estadounidense;0
2021-1;3;Alemania;Millones;Dólar estadounidense;29,54261782
2021-1;4;Anguilla;Millones;Dólar estadounidense;37,63235356
2021-1;5;Antillas Holandesas;Millones;Dólar estadounidense;0,161783004
2021-1;6;Argentina;Millones;Dólar estadounidense;-1,021589257
2021-1;7;Aruba;Millones;Dólar estadounidense;0,270527359
2021-1;8;Australia;Millones;Dólar estadounidense;0,927633849
2021-1;9;Austria;Millones;Dólar estadounidense;-1,841166927
2021-1;10;Bahamas;Millones;Dólar estadounidense;2,166853625
2021-1;11;Barbados;Millones;Dólar estadounidense;2,953937214
2021-1;12;Bélgica;Millones;Dólar estadounidense;-9,045396414
2021-1;13;Belice;Millones;Dólar estadounidense;0,149985
2021-1;14;Bermudas;Millones;Dólar estadounidense;-88,66205634
2021-1;15;Bolivia;Millones;Dólar estadounidense;0,1801453
2021-1;16;Brasil;Millones;Dólar estadounidense;51,49124158
2021-1;17;Canadá;Millones;Dólar estadounidense;34,13787128
2021-1;18;Chile;Millones;Dólar estadounidense;-46,70377394
2021-1;19;China;Millones;Dólar estadounidense;16,88806382
2021-1;20;Corea del Sur;Millones;Dólar estadounidense;-0,165919615
2021-1;21;Chipre;Millones;Dólar estadounidense;0,06259877
2021-1;22;Costa Rica;Millones;Dólar estadounidense;13,11221212
2021-1;23;Cuba;Millones;Dólar estadounidense;0
2021-1;24;Curazao;Millones;Dólar estadounidense;1,82894677
2021-1;25;Dinamarca;Millones;Dólar estadounidense;3,124412749
2021-1;26;Ecuador;Millones;Dólar estadounidense;11,10411643
2021-1;27;El Salvador;Millones;Dólar estadounidense;-8,395
2021-1;28;Escocia;Millones;Dólar estadounidense;7,3146046
2021-1;29;España;Millones;Dólar estadounidense;397,1100871
2021-1;30;Estados Unidos;Millones;Dólar estadounidense;309,2803001
2021-1;31;Finlandia;Millones;Dólar estadounidense;-0,59732233
2021-1;32;Francia;Millones;Dólar estadounidense;39,38626037
2021-1;33;Gibraltar;Millones;Dólar estadounidense;0
2021-1;34;Grecia;Millones;Dólar estadounidense;0,00015088
2021-1;35;Guatemala;Millones;Dólar estadounidense;-0,74078
2021-1;36;Honduras;Millones;Dólar estadounidense;-4,07705433
2021-1;37;Hong Kong;Millones;Dólar estadounidense;0
2021-1;38;Hungría;Millones;Dólar estadounidense;0
2021-1;39;Islas Caimán;Millones;Dólar estadounidense;45,70507713
2021-1;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;65,76326472
2021-1;41;India;Millones;Dólar estadounidense;1,730130292
2021-1;42;Inglaterra;Millones;Dólar estadounidense;30,62537495
2021-1;44;Irán;Millones;Dólar estadounidense;0
2021-1;45;Irlanda?;Millones;Dólar estadounidense;17,51299881
2021-1;46;Isla de Man;Millones;Dólar estadounidense;-0,115499783
2021-1;47;Israel;Millones;Dólar estadounidense;2,131332022
2021-1;48;Italia;Millones;Dólar estadounidense;4,580118487
2021-1;49;Japón;Millones;Dólar estadounidense;8,112528992
2021-1;50;Jordania;Millones;Dólar estadounidense;0
2021-1;51;Kuwait;Millones;Dólar estadounidense;0
2021-1;52;Líbano;Millones;Dólar estadounidense;0
2021-1;53;Liberia;Millones;Dólar estadounidense;0
2021-1;54;Liechtenstein;Millones;Dólar estadounidense;0
2021-1;55;Lituania;Millones;Dólar estadounidense;0
2021-1;56;Luxemburgo;Millones;Dólar estadounidense;15,43035098
2021-1;57;Malasia;Millones;Dólar estadounidense;6,943229307
2021-1;58;México;Millones;Dólar estadounidense;40,11392333
2021-1;59;Nicaragua;Millones;Dólar estadounidense;0
2021-1;60;Noruega;Millones;Dólar estadounidense;0,297709425
2021-1;61;Nueva Zelanda;Millones;Dólar estadounidense;0,217175
2021-1;62;Países Bajos;Millones;Dólar estadounidense;74,08226594
2021-1;63;Panamá;Millones;Dólar estadounidense;489,6682857
2021-1;64;Paraguay;Millones;Dólar estadounidense;0,55
2021-1;65;Perú;Millones;Dólar estadounidense;14,41199407
2021-1;66;Portugal;Millones;Dólar estadounidense;6,02792726
2021-1;67;Puerto Rico;Millones;Dólar estadounidense;0,43172365
2021-1;69;República Dominicana;Millones;Dólar estadounidense;0,107966802
2021-1;70;Singapur;Millones;Dólar estadounidense;38,83728684
2021-1;71;Sri Lanka;Millones;Dólar estadounidense;0
2021-1;72;Suecia;Millones;Dólar estadounidense;14,99155785
2021-1;73;Suiza;Millones;Dólar estadounidense;629,8700202
2021-1;74;Sudáfrica;Millones;Dólar estadounidense;12,72426144
2021-1;75;Tailandia;Millones;Dólar estadounidense;0
2021-1;76;Taiwán;Millones;Dólar estadounidense;0,09989759
2021-1;77;Ucrania;Millones;Dólar estadounidense;0
2021-1;78;Uruguay;Millones;Dólar estadounidense;-13,4610901
2021-1;79;Venezuela;Millones;Dólar estadounidense;0,37418462
2021-1;81;Otros Países;Millones;Dólar estadounidense;0
2021-1;82;Total paises;Millones;Dólar estadounidense;2306,853448
2021-2;1;Afganistán;Millones;Dólar estadounidense;0
2021-2;2;Albania;Millones;Dólar estadounidense;0
2021-2;3;Alemania;Millones;Dólar estadounidense;78,03482085
2021-2;4;Anguilla;Millones;Dólar estadounidense;41,41648533
2021-2;5;Antillas Holandesas;Millones;Dólar estadounidense;0,182482232
2021-2;6;Argentina;Millones;Dólar estadounidense;-2,904911307
2021-2;7;Aruba;Millones;Dólar estadounidense;0,255714756
2021-2;8;Australia;Millones;Dólar estadounidense;3,306474885
2021-2;9;Austria;Millones;Dólar estadounidense;-9,588208207
2021-2;10;Bahamas;Millones;Dólar estadounidense;0,275419288
2021-2;11;Barbados;Millones;Dólar estadounidense;19,92050056
2021-2;12;Bélgica;Millones;Dólar estadounidense;3,388362453
2021-2;13;Belice;Millones;Dólar estadounidense;0,26701511
2021-2;14;Bermudas;Millones;Dólar estadounidense;57,37404584
2021-2;15;Bolivia;Millones;Dólar estadounidense;0,053
2021-2;16;Brasil;Millones;Dólar estadounidense;51,64367285
2021-2;17;Canadá;Millones;Dólar estadounidense;40,76477138
2021-2;18;Chile;Millones;Dólar estadounidense;81,55815096
2021-2;19;China;Millones;Dólar estadounidense;26,54003012
2021-2;20;Corea del Sur;Millones;Dólar estadounidense;0,952179849
2021-2;21;Chipre;Millones;Dólar estadounidense;0,12529037
2021-2;22;Costa Rica;Millones;Dólar estadounidense;-18,54286775
2021-2;23;Cuba;Millones;Dólar estadounidense;0
2021-2;24;Curazao;Millones;Dólar estadounidense;-1,896614281
2021-2;25;Dinamarca;Millones;Dólar estadounidense;2,274126181
2021-2;26;Ecuador;Millones;Dólar estadounidense;10,09915451
2021-2;27;El Salvador;Millones;Dólar estadounidense;0,453982
2021-2;28;Escocia;Millones;Dólar estadounidense;0,56970567
2021-2;29;España;Millones;Dólar estadounidense;427,3928012
2021-2;30;Estados Unidos;Millones;Dólar estadounidense;350,240967
2021-2;31;Finlandia;Millones;Dólar estadounidense;-0,19
2021-2;32;Francia;Millones;Dólar estadounidense;17,74429897
2021-2;33;Gibraltar;Millones;Dólar estadounidense;0
2021-2;34;Grecia;Millones;Dólar estadounidense;0
2021-2;35;Guatemala;Millones;Dólar estadounidense;1,09876943
2021-2;36;Honduras;Millones;Dólar estadounidense;0,268959
2021-2;37;Hong Kong;Millones;Dólar estadounidense;0
2021-2;38;Hungría;Millones;Dólar estadounidense;0
2021-2;39;Islas Caimán;Millones;Dólar estadounidense;79,84166458
2021-2;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;27,62235365
2021-2;41;India;Millones;Dólar estadounidense;9,428264155
2021-2;42;Inglaterra;Millones;Dólar estadounidense;77,33428648
2021-2;44;Irán;Millones;Dólar estadounidense;0
2021-2;45;Irlanda?;Millones;Dólar estadounidense;-23,51234069
2021-2;46;Isla de Man;Millones;Dólar estadounidense;1,879807536
2021-2;47;Israel;Millones;Dólar estadounidense;-0,025268048
2021-2;48;Italia;Millones;Dólar estadounidense;6,547954854
2021-2;49;Japón;Millones;Dólar estadounidense;7,218521342
2021-2;50;Jordania;Millones;Dólar estadounidense;0
2021-2;51;Kuwait;Millones;Dólar estadounidense;0
2021-2;52;Líbano;Millones;Dólar estadounidense;0
2021-2;53;Liberia;Millones;Dólar estadounidense;0
2021-2;54;Liechtenstein;Millones;Dólar estadounidense;0
2021-2;55;Lituania;Millones;Dólar estadounidense;0
2021-2;56;Luxemburgo;Millones;Dólar estadounidense;84,20688617
2021-2;57;Malasia;Millones;Dólar estadounidense;0,063110616
2021-2;58;México;Millones;Dólar estadounidense;14,83763963
2021-2;59;Nicaragua;Millones;Dólar estadounidense;-7,4
2021-2;60;Noruega;Millones;Dólar estadounidense;0,709690625
2021-2;61;Nueva Zelanda;Millones;Dólar estadounidense;0,049995
2021-2;62;Países Bajos;Millones;Dólar estadounidense;116,8774234
2021-2;63;Panamá;Millones;Dólar estadounidense;196,3221963
2021-2;64;Paraguay;Millones;Dólar estadounidense;0
2021-2;65;Perú;Millones;Dólar estadounidense;11,82847779
2021-2;66;Portugal;Millones;Dólar estadounidense;9,244562577
2021-2;67;Puerto Rico;Millones;Dólar estadounidense;-0,69729
2021-2;69;República Dominicana;Millones;Dólar estadounidense;0,295618934
2021-2;70;Singapur;Millones;Dólar estadounidense;24,83858311
2021-2;71;Sri Lanka;Millones;Dólar estadounidense;0
2021-2;72;Suecia;Millones;Dólar estadounidense;-13,83338894
2021-2;73;Suiza;Millones;Dólar estadounidense;166,5178974
2021-2;74;Sudáfrica;Millones;Dólar estadounidense;-2,5
2021-2;75;Tailandia;Millones;Dólar estadounidense;0
2021-2;76;Taiwán;Millones;Dólar estadounidense;-0,235129
2021-2;77;Ucrania;Millones;Dólar estadounidense;0
2021-2;78;Uruguay;Millones;Dólar estadounidense;20,39810472
2021-2;79;Venezuela;Millones;Dólar estadounidense;1,332486868
2021-2;81;Otros Países;Millones;Dólar estadounidense;0
2021-2;82;Total paises;Millones;Dólar estadounidense;1997,024199
2021-3;1;Afganistán;Millones;Dólar estadounidense;0
2021-3;2;Albania;Millones;Dólar estadounidense;0
2021-3;3;Alemania;Millones;Dólar estadounidense;21,88058337
2021-3;4;Anguilla;Millones;Dólar estadounidense;65,86067414
2021-3;5;Antillas Holandesas;Millones;Dólar estadounidense;0,182606924
2021-3;6;Argentina;Millones;Dólar estadounidense;0,87066981
2021-3;7;Aruba;Millones;Dólar estadounidense;0,301450609
2021-3;8;Australia;Millones;Dólar estadounidense;10,11470302
2021-3;9;Austria;Millones;Dólar estadounidense;4,376387939
2021-3;10;Bahamas;Millones;Dólar estadounidense;-0,279044685
2021-3;11;Barbados;Millones;Dólar estadounidense;16,04674476
2021-3;12;Bélgica;Millones;Dólar estadounidense;-1,090237827
2021-3;13;Belice;Millones;Dólar estadounidense;0,98
2021-3;14;Bermudas;Millones;Dólar estadounidense;-125,2090567
2021-3;15;Bolivia;Millones;Dólar estadounidense;0,080153
2021-3;16;Brasil;Millones;Dólar estadounidense;38,77954462
2021-3;17;Canadá;Millones;Dólar estadounidense;87,85654471
2021-3;18;Chile;Millones;Dólar estadounidense;240,5186201
2021-3;19;China;Millones;Dólar estadounidense;15,72919967
2021-3;20;Corea del Sur;Millones;Dólar estadounidense;-0,458248925
2021-3;21;Chipre;Millones;Dólar estadounidense;0,00022475
2021-3;22;Costa Rica;Millones;Dólar estadounidense;3,92994294
2021-3;23;Cuba;Millones;Dólar estadounidense;0
2021-3;24;Curazao;Millones;Dólar estadounidense;-8,651589502
2021-3;25;Dinamarca;Millones;Dólar estadounidense;6,229735135
2021-3;26;Ecuador;Millones;Dólar estadounidense;14,29262585
2021-3;27;El Salvador;Millones;Dólar estadounidense;4,743185
2021-3;28;Escocia;Millones;Dólar estadounidense;-3,749542667
2021-3;29;España;Millones;Dólar estadounidense;267,3833931
2021-3;30;Estados Unidos;Millones;Dólar estadounidense;509,2985477
2021-3;31;Finlandia;Millones;Dólar estadounidense;0
2021-3;32;Francia;Millones;Dólar estadounidense;22,96074323
2021-3;33;Gibraltar;Millones;Dólar estadounidense;0
2021-3;34;Grecia;Millones;Dólar estadounidense;0,2337
2021-3;35;Guatemala;Millones;Dólar estadounidense;-2,3027483
2021-3;36;Honduras;Millones;Dólar estadounidense;0,08689297
2021-3;37;Hong Kong;Millones;Dólar estadounidense;0
2021-3;38;Hungría;Millones;Dólar estadounidense;0
2021-3;39;Islas Caimán;Millones;Dólar estadounidense;48,03105413
2021-3;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;34,38158602
2021-3;41;India;Millones;Dólar estadounidense;2,34934775
2021-3;42;Inglaterra;Millones;Dólar estadounidense;67,26718767
2021-3;44;Irán;Millones;Dólar estadounidense;0
2021-3;45;Irlanda?;Millones;Dólar estadounidense;-19,60711535
2021-3;46;Isla de Man;Millones;Dólar estadounidense;0,891281812
2021-3;47;Israel;Millones;Dólar estadounidense;1,227453296
2021-3;48;Italia;Millones;Dólar estadounidense;62,63246599
2021-3;49;Japón;Millones;Dólar estadounidense;9,720011039
2021-3;50;Jordania;Millones;Dólar estadounidense;0
2021-3;51;Kuwait;Millones;Dólar estadounidense;0
2021-3;52;Líbano;Millones;Dólar estadounidense;0
2021-3;53;Liberia;Millones;Dólar estadounidense;0
2021-3;54;Liechtenstein;Millones;Dólar estadounidense;0
2021-3;55;Lituania;Millones;Dólar estadounidense;0
2021-3;56;Luxemburgo;Millones;Dólar estadounidense;20,72546828
2021-3;57;Malasia;Millones;Dólar estadounidense;4,654950641
2021-3;58;México;Millones;Dólar estadounidense;92,15052356
2021-3;59;Nicaragua;Millones;Dólar estadounidense;0
2021-3;60;Noruega;Millones;Dólar estadounidense;4,988466597
2021-3;61;Nueva Zelanda;Millones;Dólar estadounidense;0,162162
2021-3;62;Países Bajos;Millones;Dólar estadounidense;777,9510185
2021-3;63;Panamá;Millones;Dólar estadounidense;219,1749309
2021-3;64;Paraguay;Millones;Dólar estadounidense;9,45
2021-3;65;Perú;Millones;Dólar estadounidense;21,79735796
2021-3;66;Portugal;Millones;Dólar estadounidense;4,021761304
2021-3;67;Puerto Rico;Millones;Dólar estadounidense;1,47822596
2021-3;69;República Dominicana;Millones;Dólar estadounidense;0,956143791
2021-3;70;Singapur;Millones;Dólar estadounidense;8,100020319
2021-3;71;Sri Lanka;Millones;Dólar estadounidense;0
2021-3;72;Suecia;Millones;Dólar estadounidense;18,47698036
2021-3;73;Suiza;Millones;Dólar estadounidense;105,3118341
2021-3;74;Sudáfrica;Millones;Dólar estadounidense;6,8
2021-3;75;Tailandia;Millones;Dólar estadounidense;0
2021-3;76;Taiwán;Millones;Dólar estadounidense;0,007914
2021-3;77;Ucrania;Millones;Dólar estadounidense;-0,00762701
2021-3;78;Uruguay;Millones;Dólar estadounidense;13,08551739
2021-3;79;Venezuela;Millones;Dólar estadounidense;0,759563512
2021-3;81;Otros Países;Millones;Dólar estadounidense;0
2021-3;82;Total paises;Millones;Dólar estadounidense;2706,98895
2021-4;1;Afganistán;Millones;Dólar estadounidense;0
2021-4;2;Albania;Millones;Dólar estadounidense;0
2021-4;3;Alemania;Millones;Dólar estadounidense;38,83399828
2021-4;4;Anguilla;Millones;Dólar estadounidense;167,9676579
2021-4;5;Antillas Holandesas;Millones;Dólar estadounidense;0,200175583
2021-4;6;Argentina;Millones;Dólar estadounidense;0,396888392
2021-4;7;Aruba;Millones;Dólar estadounidense;0,301357599
2021-4;8;Australia;Millones;Dólar estadounidense;3,611229855
2021-4;9;Austria;Millones;Dólar estadounidense;1,983901513
2021-4;10;Bahamas;Millones;Dólar estadounidense;-3,598351408
2021-4;11;Barbados;Millones;Dólar estadounidense;61,21480295
2021-4;12;Bélgica;Millones;Dólar estadounidense;1,393127552
2021-4;13;Belice;Millones;Dólar estadounidense;-1,951
2021-4;14;Bermudas;Millones;Dólar estadounidense;237,3964788
2021-4;15;Bolivia;Millones;Dólar estadounidense;0,435129
2021-4;16;Brasil;Millones;Dólar estadounidense;16,65965962
2021-4;17;Canadá;Millones;Dólar estadounidense;115,1448291
2021-4;18;Chile;Millones;Dólar estadounidense;46,70271265
2021-4;19;China;Millones;Dólar estadounidense;24,37521824
2021-4;20;Corea del Sur;Millones;Dólar estadounidense;-0,681787302
2021-4;21;Chipre;Millones;Dólar estadounidense;0,365826
2021-4;22;Costa Rica;Millones;Dólar estadounidense;-2,195305627
2021-4;23;Cuba;Millones;Dólar estadounidense;0
2021-4;24;Curazao;Millones;Dólar estadounidense;-0,092087576
2021-4;25;Dinamarca;Millones;Dólar estadounidense;12,13943516
2021-4;26;Ecuador;Millones;Dólar estadounidense;18,90233662
2021-4;27;El Salvador;Millones;Dólar estadounidense;0,337845
2021-4;28;Escocia;Millones;Dólar estadounidense;-0,347479175
2021-4;29;España;Millones;Dólar estadounidense;326,51415
2021-4;30;Estados Unidos;Millones;Dólar estadounidense;563,8028148
2021-4;31;Finlandia;Millones;Dólar estadounidense;0,07498687
